protein_id,arm,tier,n_designs,burden_all,burden_tier2,nod_pp_hotspot_coverage,nod_hotspot_coverage_mean,d3_hotspot_coverage_mean,delta_hotspot_coverage_mean,delta_hotspot_coverage_median,hotspot_coverage_improved_designs,nod_n_hotspot_positions_mean,d3_n_hotspot_positions_mean,delta_n_hotspot_positions_mean,delta_n_hotspot_positions_median,n_hotspot_positions_improved_designs,nod_mean_hotspot_mean,d3_mean_hotspot_mean,delta_mean_hotspot_mean,delta_mean_hotspot_median,mean_hotspot_improved_designs,nod_max_hotspot_mean,d3_max_hotspot_mean,delta_max_hotspot_mean,delta_max_hotspot_median,max_hotspot_improved_designs,nod_n_strong_binders_mean,d3_n_strong_binders_mean,delta_n_strong_binders_mean,delta_n_strong_binders_median,n_strong_binders_improved_designs,nod_strong_per_100aa_mean,d3_strong_per_100aa_mean,delta_strong_per_100aa_mean,delta_strong_per_100aa_median,strong_per_100aa_improved_designs,nod_mean_best_rank_mean,d3_mean_best_rank_mean,delta_mean_best_rank_mean,delta_mean_best_rank_median,mean_best_rank_improved_designs,nod_scTM_mean,d3_scTM_mean,delta_scTM_mean,delta_scTM_median,scTM_improved_designs,nod_bb_RMSD_mean,d3_bb_RMSD_mean,delta_bb_RMSD_mean,delta_bb_RMSD_median,bb_RMSD_improved_designs,nod_recovery_mean,d3_recovery_mean,delta_recovery_mean,delta_recovery_median,recovery_improved_designs,hotspot_coverage_over_intervention_designs,scTM_preserved_designs_delta_ge_minus_0p05,scTM_drop_designs_delta_lt_minus_0p05
6HJS_B,t060,2,8,low_or_equal,low_or_equal,0.3691737288135593,0.36917372881355937,0.3421610169491525,-0.027012711864406787,-0.05932203389830509,6,87.125,80.75,-6.375,-14.0,6,1.9438468962907791,1.637475274503231,-0.30637162178754807,-0.07936948537826538,4,12.645018339157104,10.560115933418274,-2.0849024057388306,-1.7765626907348633,4,35.0,25.625,-9.375,-6.0,4,14.830508474576272,10.858050847457626,-3.9724576271186445,-2.5423728813559325,4,0.46799999999999997,0.68625,0.21825,0.24700000000000005,2,0.9769950000000001,0.9687987499999999,-0.008196250000000002,-0.004339999999999955,3,1.04,1.1912500000000001,0.15125,0.06000000000000005,3,0.683792372881356,0.6822033898305084,-0.0015889830508474534,0.0,3,2,8,0
6K82_B,t060,2,8,high,high,0.4091312056737589,0.4091312056737589,0.44060283687943264,0.031471631205673756,0.007092198581560294,3,115.375,124.25,8.875,2.0,3,2.4203650653362274,2.5006780922412872,0.08031302690505981,-0.2155126929283142,5,15.450325012207031,16.12247383594513,0.6721488237380981,1.390106201171875,3,54.0,60.875,6.875,7.0,3,19.148936170212764,21.586879432624116,2.4379432624113493,2.4822695035461004,3,0.363,0.24474999999999997,-0.11825000000000002,-0.04000000000000002,5,0.94445875,0.947775,0.0033162500000000067,0.008550000000000002,5,1.5462500000000001,1.5375,-0.008750000000000063,-0.14500000000000013,5,0.6493794326241135,0.6431737588652482,-0.006205673758865243,-0.014184397163120532,3,5,7,1
6K8P_C,t060,2,8,high,high,0.423469387755102,0.423469387755102,0.3660714285714286,-0.05739795918367345,-0.03231292517006801,6,124.5,107.625,-16.875,-9.5,6,2.1707524061203003,2.2537484765052795,0.08299607038497925,0.22482681274414062,2,18.264114379882812,18.69680643081665,0.4326920509338379,0.5673637390136719,2,151.375,129.25,-22.125,-18.5,5,51.48809523809524,43.9625850340136,-7.525510204081631,-6.2925170068027185,5,0.022250000000000002,0.05525,0.033,-0.017,6,0.95805875,0.9538525,-0.004206250000000009,-0.002434999999999965,4,1.32375,1.50125,0.17750000000000002,0.2300000000000001,1,0.5331632653061225,0.5297619047619049,-0.003401360544217677,0.006802721088435382,5,2,8,0
6NQK_F,t060,2,8,high,high,0.42848837209302326,0.42848837209302326,0.34593023255813954,-0.08255813953488372,-0.07674418604651159,8,92.125,74.375,-17.75,-16.5,8,2.320932060480118,1.6823270618915558,-0.638604998588562,-0.9271932244300842,5,12.85183560848236,10.916524767875671,-1.9353108406066895,-5.003308296203613,6,67.5,55.5,-12.0,-22.5,4,31.395348837209305,25.813953488372096,-5.58139534883721,-10.465116279069768,4,0.24424999999999997,0.443,0.19875,0.21900000000000006,2,0.38805,0.38140125,-0.006648750000000009,-0.03515499999999999,3,4.655,4.36375,-0.29125000000000006,-0.025000000000000355,4,0.5168604651162791,0.5238372093023256,0.006976744186046505,0.0023255813953488302,4,0,6,2
6SNK_A,t060,1,8,high,not_tier2,0.3796542553191489,0.379654255319149,0.41954787234042556,0.039893617021276605,0.021276595744680854,2,71.375,78.875,7.5,4.0,2,2.2690525464713573,2.4355406314134598,0.16648808494210243,-0.005298137664794922,4,13.580113291740417,14.191625952720642,0.6115126609802246,-1.8482980728149414,5,69.625,83.75,14.125,10.0,2,37.034574468085104,44.54787234042553,7.5132978723404245,5.319148936170214,2,0.09324999999999999,0.02425,-0.069,-0.007,6,0.98323625,0.9828812499999999,-0.0003550000000000081,-0.003479999999999983,3,0.80125,0.80125,-2.7755575615628914e-17,0.08999999999999997,3,0.5558510638297872,0.5671542553191489,0.011303191489361708,0.015957446808510634,5,5,8,0
6TN1_AAA,t060,1,8,high,not_tier2,0.4210261569416499,0.4210261569416499,0.40870221327967804,-0.012323943661971815,-0.006036217303822922,4,209.25,203.125,-6.125,-3.0,4,2.1144478619098663,1.5948408097028732,-0.5196070522069931,-0.5692037343978882,6,17.293933629989624,15.041150212287903,-2.252783417701721,-1.5018548965454102,5,107.75,80.0,-27.75,-34.5,6,21.680080482897385,16.09657947686117,-5.583501006036217,-6.941649899396377,6,0.15875,0.1825,0.023749999999999986,0.065,2,0.98433625,0.98367625,-0.0006599999999999939,-0.0012849999999999806,3,1.0675,1.1,0.03250000000000003,0.019999999999999907,3,0.6672535211267605,0.6730382293762576,0.005784708249496978,0.005030181086519092,4,4,8,0
6VJP_B,t060,2,8,low_or_equal,low_or_equal,0.35784313725490197,0.3578431372549019,0.3880718954248366,0.03022875816993465,0.05555555555555555,4,54.75,59.375,4.625,8.5,4,2.1136956065893173,2.129837468266487,0.0161418616771698,0.1211099624633789,4,16.09170937538147,13.802358865737915,-2.2893505096435547,-1.9504709243774414,5,37.5,26.125,-11.375,-6.5,5,24.50980392156863,17.07516339869281,-7.434640522875817,-4.248366013071895,5,0.34550000000000003,0.48924999999999996,0.14375000000000002,0.15599999999999997,2,0.9876612499999999,0.98688625,-0.0007749999999999979,-0.0004350000000000187,3,0.5562499999999999,0.57375,0.0175,0.020000000000000018,3,0.6544117647058822,0.661764705882353,0.007352941176470604,0.006535947712418333,5,4,8,0
6Y76_A,t060,1,8,low_or_equal,not_tier2,0.3629807692307692,0.3629807692307693,0.3814102564102564,0.018429487179487173,0.02243589743589741,3,56.625,59.5,2.875,3.5,3,2.208414651453495,1.876842051744461,-0.33157259970903397,-0.06381106376647949,5,12.54116976261139,11.232064723968506,-1.3091050386428833,-0.7890768051147461,6,28.5,27.25,-1.25,-3.0,4,18.269230769230766,17.467948717948715,-0.8012820512820518,-1.9230769230769225,4,0.40624999999999994,0.719,0.3127499999999999,0.12899999999999998,3,0.8451325,0.84828125,0.003148749999999992,0.007579999999999976,4,2.48125,2.38,-0.10124999999999998,-0.11500000000000021,5,0.5368589743589745,0.5304487179487178,-0.006410256410256429,-0.019230769230769273,1,5,8,0
7D66_J,t060,2,8,high,high,0.4302083333333333,0.4302083333333333,0.37812500000000004,-0.05208333333333332,-0.029166666666666674,6,51.625,45.375,-6.25,-3.5,6,1.0477810725569725,0.5835306327790022,-0.4642504397779703,-0.4205704927444458,5,6.905291140079498,4.20142275094986,-2.7038683891296387,-3.476379871368408,6,22.5,12.125,-10.375,-10.5,6,18.75,10.104166666666666,-8.645833333333334,-8.75,6,0.5800000000000001,1.1025,0.5225,0.506,2,0.9128350000000001,0.9130825,0.0002475000000000116,0.0023949999999999805,4,1.6125,1.64,0.027499999999999997,0.015000000000000013,4,0.45208333333333334,0.4677083333333333,0.015624999999999993,0.020833333333333343,5,2,8,0
7PFR_F,t060,2,8,high,high,0.42159498207885304,0.42159498207885304,0.37141577060931896,-0.05017921146953406,-0.01792114695340502,4,117.625,103.625,-14.0,-5.0,4,2.460292562842369,1.832038275897503,-0.6282542869448662,-0.40057528018951416,5,15.959193110466003,12.841167688369751,-3.1180254220962524,-2.4615402221679688,5,105.125,83.125,-22.0,-11.0,4,37.67921146953405,29.793906810035843,-7.885304659498211,-3.9426523297491034,4,0.0605,0.13125000000000003,0.07075000000000001,3.469446951953614e-18,4,0.9453849999999999,0.947085,0.001700000000000021,-0.0045299999999999785,3,1.755,1.70125,-0.05375000000000002,-0.025000000000000022,5,0.6586021505376344,0.6702508960573477,0.011648745519713274,0.014336917562724039,5,3,8,0
7S5C_F,t060,2,8,low_or_equal,low_or_equal,0.3326271186440678,0.3326271186440678,0.2711864406779661,-0.061440677966101705,-0.016949152542372864,4,19.625,16.0,-3.625,-1.0,4,0.1769510880112648,0.17189819552004337,-0.005052892491221428,-0.4237314686179161,5,4.064856171607971,2.3725950717926025,-1.6922610998153687,-0.12248039245605469,4,6.0,3.0,-3.0,-0.5,4,10.16949152542373,5.084745762711864,-5.084745762711865,-0.847457627118644,4,1.94325,3.4955,1.55225,1.1650000000000005,1,0.96703125,0.96425625,-0.002774999999999986,-0.00025999999999998247,2,0.5825,0.66875,0.08625000000000002,0.07000000000000006,1,0.2838983050847458,0.2902542372881356,0.006355932203389831,0.0,3,2,8,0
7W62_A,t060,2,8,low_or_equal,low_or_equal,0.35178571428571426,0.35178571428571426,0.4142857142857143,0.0625,0.053571428571428575,3,49.25,58.0,8.75,7.5,3,0.6699812079314142,1.7874451633542776,1.1174639554228634,0.856613501906395,2,7.185370445251465,10.919937252998352,3.734566807746887,3.889836311340332,3,31.25,51.5,20.25,17.0,4,22.32142857142857,36.785714285714285,14.464285714285719,12.142857142857142,4,0.5185,0.266,-0.25250000000000006,-0.18999999999999995,4,0.97290625,0.96712625,-0.005780000000000007,-0.005444999999999978,3,0.8825,1.0775000000000001,0.195,0.125,2,0.5919642857142857,0.5991071428571428,0.007142857142857145,0.0035714285714285587,4,5,8,0
8ERB_D,t060,2,8,high,high,0.4044976635514019,0.4044976635514019,0.38025700934579443,-0.024240654205607476,-0.01635514018691589,5,173.125,162.75,-10.375,-7.0,5,1.9750971272587776,1.955452635884285,-0.019644491374492645,-0.2691156268119812,5,14.55406391620636,15.473347306251526,0.919283390045166,-0.3585090637207031,5,135.5,144.125,8.625,-9.5,5,31.6588785046729,33.67406542056075,2.0151869158878513,-2.219626168224295,5,0.1415,0.08525,-0.056249999999999994,-0.02699999999999999,6,0.872125,0.88776875,0.015643749999999998,0.03467999999999999,6,2.2825,2.44625,0.16374999999999992,0.19499999999999984,1,0.6524532710280373,0.6588785046728972,0.006425233644859821,0.005841121495327117,6,3,7,1
9END_A,t060,2,8,high,high,0.4140879478827362,0.4140879478827361,0.4051302931596091,-0.008957654723127054,-0.004885993485342022,4,127.125,124.375,-2.75,-1.5,4,1.67984127253294,1.3967547863721848,-0.28308648616075516,-0.40449219942092896,5,10.804774761199951,12.398509860038757,1.5937350988388062,0.5783495903015137,2,63.75,56.875,-6.875,5.0,3,20.76547231270358,18.526058631921824,-2.239413680781759,1.6286644951140072,3,0.08850000000000001,0.18075,0.09225,0.012000000000000004,3,0.9706462499999999,0.9728224999999999,0.0021762500000000184,0.00043000000000004146,5,1.33125,1.295,-0.036250000000000004,-0.02000000000000013,4,0.6482084690553745,0.6547231270358306,0.006514657980456015,0.0016286644951140072,4,3,8,0
9GJ9_C,t060,2,8,low_or_equal,low_or_equal,0.3692159383033419,0.3692159383033419,0.3586118251928021,-0.010604113110539843,-0.030848329048843187,6,143.625,139.5,-4.125,-12.0,6,1.1673157941550016,1.2317260578274727,0.06441026367247105,-0.02290266752243042,4,11.170232653617859,9.735621452331543,-1.434611201286316,-2.4507341384887695,5,86.5,90.0,3.5,10.0,3,22.23650385604113,23.13624678663239,0.8997429305912603,2.5706940874035986,3,0.31825000000000003,0.25325,-0.06499999999999999,-0.049999999999999996,5,0.84148,0.862715,0.021235000000000018,0.0012599999999999834,4,2.3575,1.8125,-0.5449999999999999,-0.5449999999999999,8,0.6262853470437018,0.6272493573264781,0.0009640102827763453,-0.0012853470437018122,3,2,8,0
9YGK_B,t060,2,8,low_or_equal,low_or_equal,0.29612546125461253,0.29612546125461253,0.33071955719557194,0.03459409594095941,0.016605166051660514,2,80.25,89.625,9.375,4.5,2,2.0591832250356674,1.6479851603507996,-0.41119806468486786,-0.3286265730857849,5,16.99775803089142,15.389335989952087,-1.608422040939331,-1.1055779457092285,5,65.875,72.875,7.0,4.5,2,24.308118081180808,26.891143911439116,2.583025830258303,1.6605166051660518,2,0.08149999999999999,0.06225,-0.019249999999999996,-0.0040000000000000036,5,0.9240200000000001,0.9291750000000001,0.005154999999999993,0.015444999999999987,6,2.0075000000000003,1.8975,-0.11000000000000007,-0.3450000000000001,6,0.6877306273062731,0.6891143911439114,0.0013837638376383715,-0.005535055350553486,3,6,8,0
1EYB_A,t075,1,8,low_or_equal,not_tier2,0.29982100238663484,0.2998210023866349,0.3153341288782816,0.015513126491646767,0.025059665871121684,2,125.625,132.125,6.5,10.5,2,1.0069113820791245,1.6243658363819122,0.6174544543027878,0.8460633158683777,2,9.89381718635559,14.869990229606628,4.976173043251038,6.029561996459961,2,31.125,55.625,24.5,29.5,3,7.428400954653938,13.27565632458234,5.847255369928401,7.04057279236277,3,0.64475,0.37450000000000006,-0.27025,-0.247,5,0.8321075,0.814195,-0.017912500000000012,-0.0009399999999999964,3,3.13,3.09375,-0.036250000000000004,-0.16999999999999993,5,0.5453460620525059,0.5423627684964201,-0.0029832935560859253,-0.00835322195704058,3,6,7,1
1LI1_C,t075,1,8,low_or_equal,not_tier2,0.3370535714285714,0.3370535714285714,0.3498883928571429,0.012834821428571428,0.04687499999999997,3,75.5,78.375,2.875,10.5,3,0.9852523393929005,1.2244726680219173,0.23922032862901688,-0.018904447555541992,4,6.983579635620117,8.103968501091003,1.1203888654708862,2.1965982913970947,3,11.875,12.75,0.875,-0.5,4,5.301339285714286,5.691964285714285,0.3906249999999998,-0.2232142857142856,4,1.117,1.646,0.5289999999999999,0.29599999999999993,4,0.93289,0.94843875,0.015548750000000028,0.012330000000000063,6,1.61375,1.48625,-0.12750000000000003,-0.16500000000000004,6,0.5206473214285714,0.5145089285714286,-0.006138392857142849,-0.004464285714285726,2,5,8,0
1O51_A,t075,2,8,low_or_equal,low_or_equal,0.28230337078651685,0.2823033707865168,0.3160112359550562,0.03370786516853933,0.02247191011235955,3,25.125,28.125,3.0,2.0,3,1.7781449743488338,1.6340420572087169,-0.14410291714011692,0.013376982882618904,4,9.90088140964508,9.146011292934418,-0.7548701167106628,-1.6788177490234375,5,10.25,14.25,4.0,0.5,3,11.516853932584269,16.01123595505618,4.49438202247191,0.5617977528089888,3,2.30025,2.32725,0.027000000000000024,-0.16400000000000015,4,0.83979875,0.8606149999999999,0.020816249999999994,-0.002145000000000008,4,1.7325,1.5662500000000001,-0.16624999999999995,-0.03499999999999992,5,0.476123595505618,0.47191011235955055,-0.004213483146067412,0.0,3,5,7,1
1PXZ_B,t075,2,8,high,high,0.4136560693641618,0.4136560693641619,0.4356936416184971,0.02203757225433526,0.005780346820809246,3,143.125,150.75,7.625,2.0,3,1.8115372359752655,2.255870833992958,0.44433359801769257,0.3498452305793762,2,15.765440940856934,17.077896535396576,1.3124555945396423,1.8409013748168945,2,71.125,88.5,17.375,9.5,4,20.55635838150289,25.578034682080926,5.021676300578035,2.7456647398843934,4,0.24575000000000002,0.15725,-0.08850000000000001,-0.128,5,0.90663625,0.8926799999999999,-0.013956250000000017,-0.010155000000000025,1,2.34,2.3175,-0.02250000000000013,-2.220446049250313e-16,4,0.613800578034682,0.6116329479768787,-0.00216763005780346,-0.005780346820809246,3,5,7,1
1QU9_A,t075,2,8,high,high,0.38976377952755903,0.38976377952755903,0.4192913385826772,0.029527559055118106,0.027559055118110215,2,49.5,53.25,3.75,3.5,2,1.4068284016102552,1.3331857845187187,-0.07364261709153652,-0.3464468717575073,5,8.77700561285019,7.669306814670563,-1.1076987981796265,-2.200120687484741,5,19.75,13.125,-6.625,-7.0,4,15.551181102362207,10.334645669291339,-5.216535433070867,-5.511811023622047,4,0.9802500000000001,1.014,0.033750000000000016,0.044000000000000095,4,0.97648,0.97816875,0.0016887499999999889,0.0009099999999999664,5,0.54625,0.51875,-0.027500000000000004,-0.030000000000000027,5,0.719488188976378,0.6830708661417322,-0.036417322834645674,-0.03937007874015752,1,5,8,0
1TX4_A,t075,1,8,low_or_equal,not_tier2,0.319515306122449,0.319515306122449,0.3488520408163266,0.029336734693877552,0.028061224489795922,3,62.625,68.375,5.75,5.5,3,1.6982634663581848,1.5918966755270958,-0.10636679083108902,-0.11743679642677307,4,11.65497750043869,9.82311326265335,-1.8318642377853394,-3.6844570636749268,5,32.0,25.0,-7.0,-8.0,4,16.326530612244895,12.755102040816325,-3.571428571428571,-4.081632653061224,4,0.45625,0.6745,0.21825,0.188,4,0.97536125,0.9772775,0.0019162499999999943,0.0020800000000000263,6,0.9549999999999998,0.86375,-0.09124999999999997,-0.06999999999999995,4,0.5542091836734694,0.5554846938775511,0.0012755102040816202,0.005102040816326536,4,5,8,0
1U6T_A,t075,1,8,low_or_equal,not_tier2,0.2830578512396694,0.2830578512396694,0.2644628099173554,-0.018595041322314043,-0.028925619834710745,4,34.25,32.0,-2.25,-3.5,4,0.9597452888265252,0.8822676474228501,-0.07747764140367508,0.13386963680386543,4,5.662807583808899,5.884043335914612,0.2212357521057129,1.2026877403259277,3,2.625,7.125,4.5,2.5,2,2.169421487603306,5.888429752066116,3.71900826446281,2.066115702479339,2,2.55375,1.851,-0.70275,-1.2470000000000003,6,0.9216387500000001,0.93102375,0.009385000000000018,0.012450000000000017,6,1.3849999999999998,1.2525,-0.13249999999999995,-0.15499999999999992,6,0.5185950413223139,0.53099173553719,0.012396694214876047,0.008264462809917356,5,3,7,1
1UOU_A,t075,1,8,low_or_equal,not_tier2,0.3242009132420091,0.32420091324200917,0.3030821917808219,-0.02111872146118721,-0.0091324200913242,4,142.0,132.75,-9.25,-4.0,4,0.8927857503294945,0.9259417541325092,0.033156003803014755,0.013452500104904175,4,7.154418706893921,9.622724056243896,2.4683053493499756,2.6424293518066406,1,36.75,32.625,-4.125,1.5,4,8.39041095890411,7.448630136986301,-0.9417808219178087,0.34246575342465757,4,0.5235,0.3725,-0.15100000000000002,-0.09000000000000005,6,0.9606475,0.95579125,-0.00485625000000002,-0.003965000000000052,1,1.5812499999999998,1.7200000000000002,0.13875000000000004,0.1050000000000001,2,0.6464041095890412,0.6518264840182648,0.005422374429223734,0.00799086757990869,5,4,8,0
1USN_A,t075,2,8,low_or_equal,low_or_equal,0.3628787878787879,0.3628787878787879,0.29772727272727273,-0.06515151515151515,-0.09393939393939396,6,59.875,49.125,-10.75,-15.5,6,1.4882610440254211,1.1327928006649017,-0.3554682433605194,-0.7780430912971497,5,9.206823945045471,9.577952206134796,0.37112826108932495,-0.178513765335083,4,35.625,3.75,-31.875,-14.0,7,21.59090909090909,2.2727272727272725,-19.31818181818182,-8.484848484848484,7,0.7205,1.77325,1.05275,0.946,2,0.94853375,0.95056375,0.0020299999999999763,0.0032649999999999624,6,1.31875,1.19875,-0.12000000000000002,-0.13,4,0.6378787878787878,0.6431818181818181,0.005303030303030309,-0.00303030303030305,3,2,8,0
1WZE_B,t075,2,8,high,high,0.3857033639143731,0.3857033639143731,0.41360856269113155,0.02790519877675842,0.04740061162079512,3,126.125,135.25,9.125,15.5,3,2.043499916791916,2.2022966891527176,0.1587967723608017,0.08896923065185547,3,18.501084089279175,19.115843057632446,0.6147589683532715,0.9380683898925781,2,98.375,93.75,-4.625,-8.5,4,30.084097859327215,28.6697247706422,-1.414373088685016,-2.599388379204891,4,0.05,0.064,0.014000000000000002,0.004999999999999998,4,0.98439,0.98271375,-0.0016762500000000041,-0.001815000000000011,3,0.88125,0.93625,0.05500000000000001,0.07500000000000007,3,0.7400611620795107,0.7331804281345565,-0.006880733944954115,-0.01376146788990823,3,5,8,0
1ZR3_A,t075,1,8,high,not_tier2,0.4133064516129032,0.4133064516129032,0.3958333333333333,-0.017473118279569877,-0.018817204301075252,4,76.875,73.625,-3.25,-3.5,4,2.0174623876810074,2.303915522992611,0.28645313531160355,0.46123337745666504,3,13.61344701051712,12.778218567371368,-0.835228443145752,-0.6577348709106445,4,27.125,23.25,-3.875,3.5,2,14.583333333333332,12.5,-2.0833333333333344,1.881720430107526,2,0.6755000000000001,0.485,-0.19050000000000003,-0.11500000000000002,5,0.982205,0.9802925,-0.0019124999999999837,-2.999999999997449e-05,4,0.7137500000000001,0.74125,0.02750000000000001,-0.010000000000000009,4,0.5369623655913978,0.5443548387096774,0.007392473118279563,0.008064516129032251,5,4,8,0
2ERF_A,t075,1,8,low_or_equal,not_tier2,0.37260765550239233,0.3726076555023924,0.4324162679425837,0.059808612440191394,0.09330143540669858,2,77.875,90.375,12.5,19.5,2,1.798126194626093,1.6619462728122016,-0.13617992181389127,-0.2831266285502352,4,11.339582920074463,11.563337802886963,0.2237548828125,-0.45986223220825195,4,42.5,62.375,19.875,33.0,2,20.334928229665074,29.844497607655505,9.509569377990433,15.78947368421053,2,0.48450000000000004,0.23399999999999999,-0.25050000000000006,-0.06300000000000004,5,0.95364625,0.9577500000000001,0.004103750000000017,0.00852500000000006,5,1.5325,1.45,-0.08250000000000002,-0.07999999999999996,4,0.5478468899521531,0.5496411483253588,0.001794258373205751,0.004784688995215336,4,6,8,0
2F7A_A,t075,2,8,low_or_equal,low_or_equal,0.3706140350877193,0.3706140350877193,0.3848684210526316,0.014254385964912273,0.006578947368421045,4,84.5,87.75,3.25,1.5,4,1.6619694530963898,1.5377182364463806,-0.12425121665000916,-0.0025928616523742676,4,11.950361609458923,8.12276840209961,-3.827593207359314,-2.1626429557800293,8,28.375,21.625,-6.75,-7.0,5,12.44517543859649,9.484649122807017,-2.9605263157894735,-3.070175438596491,5,0.659,0.7807499999999999,0.12174999999999998,0.15899999999999997,4,0.9068875000000001,0.9161,0.009212499999999985,0.008784999999999932,4,1.91625,1.855,-0.06125,-0.14000000000000012,5,0.5592105263157894,0.5553728070175439,-0.003837719298245612,-0.010964912280701788,3,4,8,0
2O4T_A,t075,2,8,low_or_equal,low_or_equal,0.35416666666666663,0.35416666666666663,0.3861111111111111,0.031944444444444456,0.022222222222222227,3,31.875,34.75,2.875,2.0,3,1.9579901918768883,1.3782452531158924,-0.5797449387609959,-0.3186712712049484,4,9.425971865653992,8.86831784248352,-0.5576540231704712,-2.6844825744628906,5,24.125,25.375,1.25,-2.5,5,26.805555555555557,28.194444444444443,1.3888888888888884,-2.7777777777777777,5,0.82775,1.3365,0.5087500000000001,0.14600000000000002,4,0.78058125,0.7878475,0.007266249999999988,0.011440000000000006,7,1.9625,1.82625,-0.13625000000000004,-0.10999999999999999,4,0.38055555555555554,0.3555555555555555,-0.024999999999999988,-0.0333333333333333,2,4,7,1
2VXP_A,t075,1,8,high,not_tier2,0.41984732824427484,0.41984732824427484,0.4122137404580153,-0.007633587786259548,0.015267175572519082,3,55.0,54.0,-1.0,2.0,3,1.8498753234744072,1.2003304590471089,-0.6495448644272983,-0.7425417304039001,7,8.073499917984009,7.415094017982483,-0.6584059000015259,-2.253324031829834,5,22.625,37.875,15.25,19.0,2,17.270992366412216,28.912213740458018,11.641221374045802,14.50381679389313,2,0.837,0.52225,-0.31475,-0.399,6,0.925085,0.9374575,0.012372500000000008,0.009765000000000024,7,1.32625,1.21375,-0.11249999999999999,-0.04999999999999993,7,0.517175572519084,0.5200381679389313,0.002862595419847354,0.003816793893129805,4,4,8,0
3CYQ_D,t075,2,8,high,high,0.41382575757575757,0.41382575757575757,0.4100378787878788,-0.0037878787878787845,-0.0037878787878787845,4,54.625,54.125,-0.5,-0.5,4,2.2097694408148527,2.2795910201966763,0.06982157938182354,0.06046825647354126,3,14.358928918838501,12.222102403640747,-2.136826515197754,-0.6413106918334961,6,32.75,28.125,-4.625,-6.0,5,24.810606060606062,21.30681818181818,-3.5037878787878802,-4.545454545454546,5,0.67075,0.66925,-0.0015000000000000013,0.15299999999999997,3,0.94003875,0.8897775,-0.05026124999999999,-0.03720499999999999,2,1.19125,1.37,0.17875000000000002,0.12,2,0.4441287878787879,0.45833333333333337,0.014204545454545442,0.018939393939393923,7,3,5,3
3IEZ_B,t075,2,8,low_or_equal,low_or_equal,0.35526315789473684,0.35526315789473684,0.3815789473684211,0.02631578947368421,0.04210526315789473,2,33.75,36.25,2.5,4.0,2,0.9594672108069062,1.147524356842041,0.1880571460351348,-0.013410568237304688,4,6.735296905040741,6.8051504492759705,0.06985354423522949,-0.19675731658935547,4,2.625,2.375,-0.25,0.0,2,2.763157894736842,2.5,-0.2631578947368418,0.0,2,2.957,3.4074999999999998,0.4504999999999999,0.07300000000000006,2,0.6524575000000001,0.63572875,-0.01672875000000002,0.0,3,2.6100000000000003,2.68375,0.07374999999999998,-0.20499999999999996,4,0.3447368421052631,0.368421052631579,0.023684210526315787,0.02631578947368421,5,4,6,2
3Q80_B,t075,2,8,low_or_equal,low_or_equal,0.36754587155963303,0.36754587155963303,0.4403669724770642,0.07282110091743119,0.08027522935779816,2,80.125,96.0,15.875,17.5,2,2.856023743748665,2.268112763762474,-0.5879109799861908,-0.37739884853363037,5,15.623358845710754,14.606286644935608,-1.0170722007751465,-1.6741838455200195,4,30.625,29.125,-1.5,-2.0,5,14.048165137614681,13.360091743119266,-0.6880733944954129,-0.9174311926605503,5,0.38925,0.53,0.14075000000000004,0.13400000000000004,2,0.896385,0.9011962499999999,0.004811250000000017,0.003415000000000057,5,1.80625,1.8975,0.09125,0.06499999999999995,3,0.6639908256880733,0.6668577981651376,0.0028669724770642308,0.00458715596330278,4,6,7,1
3TYX_A,t075,2,8,high,low_or_equal,0.3768656716417911,0.3768656716417911,0.33731343283582094,-0.039552238805970155,-0.004477611940298526,5,126.25,113.0,-13.25,-1.5,5,1.6571128591895103,1.3316119760274887,-0.32550088316202164,-0.009637176990509033,4,13.853754937648773,10.683378875255585,-3.1703760623931885,-3.4195446968078613,6,69.125,47.5,-21.625,-31.5,5,20.634328358208954,14.179104477611942,-6.455223880597014,-9.402985074626866,5,0.357,0.389,0.032000000000000015,0.13400000000000004,4,0.94287875,0.9615100000000001,0.01863125000000003,0.006035000000000013,5,1.7525,1.385,-0.3675,-0.19000000000000006,6,0.5973880597014926,0.5985074626865672,0.0011194029850746107,-0.005970149253731349,2,3,8,0
4AC2_A,t075,2,8,low_or_equal,low_or_equal,0.3282608695652174,0.3282608695652174,0.3456521739130435,0.01739130434782609,-0.013043478260869573,5,37.75,39.75,2.0,-1.5,5,1.3573181270621717,1.2501993444748223,-0.10711878258734941,-0.7111571133136749,5,7.604092240333557,9.418877840042114,1.8147855997085571,2.24078369140625,4,23.0,32.0,9.0,9.5,2,20.0,27.82608695652174,7.826086956521738,8.260869565217392,2,0.6432500000000001,0.294,-0.34925,-0.31200000000000006,5,0.9586,0.9617,0.0031000000000000055,0.003434999999999966,6,1.00625,0.95125,-0.054999999999999966,-0.03500000000000003,5,0.46413043478260874,0.4576086956521739,-0.00652173913043478,-0.004347826086956552,4,3,8,0
